Journal;Year;Titel;Observation;Interview;Content Analysis;Other;Observation_y/n;Interview_y/n;ContentAnalysis_y/n;Other_y/n;Subject;Medium;Field
Journalism & Mass Communication Quarterly;2006;Network News Coverage of High-Profile Crimes during 2004: a Study of Source use and Reporter Context;no;no;only method;no;no;no;yes;no;media contents;audio-visual;journalism
Journalism & Mass Communication Quarterly;2015;Framing of the Immigration Reform in 2006;no;no;only method;no;no;no;yes;no;media contents;print;journalism
Journalism & Mass Communication Quarterly;2007;Third-Person Perceptions about Idealized Body Image and Weight-Loss Behavior;no;no;no;only method;no;no;no;yes;media systems;internet;journalism
Journalism & Mass Communication Quarterly;2000;International Conflict Coverage in Japanese Local Daily Newspapers;no;no;only method;no;no;no;yes;no;media contents;print;journalism
Journalism & Mass Communication Quarterly;2006;The Influence of Knowledge and Deference Toward Scientific Authority: a Media Effects Model for Public Attitudes Toward Nanotechnology;no;only method;no;no;no;yes;no;no;media effects;combination;combination
Journalism & Mass Communication Quarterly;2012;Advertiser Attitudes Regarding the Substitutability of English-Language Television to Reach Foreign Language Target Audiences;no;only method;no;no;no;yes;no;no;communicator research;audio-visual;advertising
Journalism & Mass Communication Quarterly;2008;Valuing New Media Spaces: are Cable Network News Crawl Cross-Promotional Agents?;no;no;only method;no;no;no;yes;no;media contents;audio-visual;journalism
Journalism & Mass Communication Quarterly;2013;Audience Response to Brand Journalism: The Effect of Frame, Source, and Involvement;no;only method;no;no;no;yes;no;no;media effects;print;journalism
Journalism & Mass Communication Quarterly;2006;The Effects of Visuals on Ethical Reasoning: What's a Photograph Worth to Journalists Making Moral Decisions?;no;only method;no;no;no;yes;no;no;media effects;print;journalism
Journalism & Mass Communication Quarterly;2009;The Effectiveness of Stratified Constructed Week Sampling for Content Analysis of Electronic News Source Archives: Ap Newswire, Business Wire, and Pr Newswire;no;no;only method;no;no;no;yes;no;methods;combination;journalism
Journalism & Mass Communication Quarterly;2003;The Promise and Peril of Anecdotes in News Coverage: an Ethical Analysis;no;no;only method;no;no;no;yes;no;media contents;print;journalism
Journalism & Mass Communication Quarterly;2011;Video News;no;only method;no;no;no;yes;no;no;uses & gratifications;audio-visual;journalism
Journalism & Mass Communication Quarterly;2001;Numbers in the Newsroom: a Qualitative Examination of a Quantitative Challenge;no;only method;no;no;no;yes;no;no;communicator research;combination;journalism
Journalism & Mass Communication Quarterly;2002;Cause -- Relate Marketing Ads in the Light of Negative News;no;only method;no;no;no;yes;no;no;media effects;print;advertising
Journalism & Mass Communication Quarterly;2015;Making Change;no;only method;no;no;no;yes;no;no;communicator research;print;journalism
Journalism & Mass Communication Quarterly;2008;Science for Everybody? how the Coverage of Research Issues in German Newspapers has Increased Dramatically;no;no;only method;no;no;no;yes;no;media contents;print;journalism
Journalism & Mass Communication Quarterly;2003;Holding the News Media Accountable: a Study of Media Reporters and Media Critics in the United States;no;only method;no;no;no;yes;no;no;communicator research;combination;journalism
Journalism & Mass Communication Quarterly;2004;Partisan and Structural Balance of Local Television Election Coverage of Incumbent and Open Gubernatorial Elections;no;no;only method;no;no;no;yes;no;media contents;audio-visual;journalism
Journalism & Mass Communication Quarterly;2008;Unlikely Warriors: how Four U.S. News Sources Explained Female Suicide Bombers;no;no;only method;no;no;no;yes;no;media contents;combination;journalism
Journalism & Mass Communication Quarterly;2015;Narrowing the Knowledge Gap;no;only method;no;no;no;yes;no;no;media effects;combination;journalism
Journalism & Mass Communication Quarterly;2011;Framing Imigration;no;no;only method;no;no;no;yes;no;media contents;print;journalism
Journalism & Mass Communication Quarterly;2001;Predicting Pluralistic Ignorance: the Hostile Media Perception and its Consequences;no;only method;no;no;no;yes;no;no;uses & gratifications;combination;journalism
Journalism & Mass Communication Quarterly;2009;Issue Familiarity and Framing Effects of Online Campaign Coverage: Event Perception, Issue Attitudes, and the 2004 Presidential Election in Taiwan;no;only method;no;no;no;yes;no;no;media effects;print;journalism
Journalism & Mass Communication Quarterly;2005;Strength in Numbers? the Experiences and Attitudes of Women in Sports Media Careers;no;only method;no;no;no;yes;no;no;communicator research;combination;journalism
Journalism & Mass Communication Quarterly;2005;What the Public Expects of Local News: Views on Public and Traditional Journalism;no;only method;no;no;no;yes;no;no;uses & gratifications;print;journalism
Journalism & Mass Communication Quarterly;2007;The Efficiency of Constructed Week Sampling for Content Analysis of Online News;no;no;only method;no;no;no;yes;no;methods;print;journalism
Journalism & Mass Communication Quarterly;2011;Abu Ghraib;no;no;only method;no;no;no;yes;no;media contents;print;journalism
Journalism & Mass Communication Quarterly;2009;Mass Media Flow and Differential Distribution of Politically Disputed Beliefs: the Belief Gap Hypothesis;no;only method;no;no;no;yes;no;no;media effects;combination;journalism
Journalism & Mass Communication Quarterly;2012;Knowledge Gaps, Belief Gaps, and Public Opinion about Health Care Reform;no;only method;no;no;no;yes;no;no;media effects;audio-visual;journalism
Journalism & Mass Communication Quarterly;2014;The Surprised Loser: The Role of Electoral Expectations and News Media Exposure in Satisfaction with Democracy;no;only method;no;no;no;yes;no;no;media effects;audio-visual;journalism
Journalism & Mass Communication Quarterly;2009;Media Coverage of Terrorism: a Meta-Analytic Assessment of Media use and Posttraumatic Stress;no;coequal method;coequal method;no;no;yes;yes;no;media effects;combination;journalism
Journalism & Mass Communication Quarterly;2012;Disaster News Framing and Frame Changing in Coverage of Major U.S. Natural Disasters, 2000-2010;no;no;only method;no;no;no;yes;no;media contents;combination;journalism
Journalism & Mass Communication Quarterly;2004;The Information Utility of Dtc Prescription Drug Advertising;no;only method;no;no;no;yes;no;no;media effects;print;advertising
Journalism & Mass Communication Quarterly;2000;The 'Forgotten' 1918 Influenza Epidemic and Press Portrayal of Public Anxiety;no;no;only method;no;no;no;yes;no;media contents;print;journalism
Journalism & Mass Communication Quarterly;2002;Looking Beyond Hate: how National and Regional Newspapers Framed Hate Crimes in Jasper, Texas, and Laramie, Wyoming;no;no;only method;no;no;no;yes;no;media contents;print;journalism
Journalism & Mass Communication Quarterly;2014;News Media’s Role in the Issue-Voting Process: News Attention, Issue Proximity, and Vote Choice;no;only method;no;no;no;yes;no;no;media effects;combination;journalism
Journalism & Mass Communication Quarterly;2007;The Effect of the Internet on Homogeneity of the Media Agenda: a Test of the Fragmentation Thesis;no;no;only method;no;no;no;yes;no;media contents;combination;journalism
Journalism & Mass Communication Quarterly;2000;Using is Believing: the Influence of Reliance on the Credibility of Online Political Information among Politically Interested Internet Users;no;only method;no;no;no;yes;no;no;media effects;combination;journalism
Journalism & Mass Communication Quarterly;2006;Partisan Politics, Market Research, and Media Buying in Canada, 1920;no;no;no;only method;no;no;no;yes;media systems;print;journalism
Journalism & Mass Communication Quarterly;2007;Resistance to Ethically Suspicious Parody Video on Youtube: a Test of Inoculation Theory;no;only method;no;no;no;yes;no;no;media effects;audio-visual;combination
Journalism & Mass Communication Quarterly;2013;From Access to Utilization: Factors Affecting Smartphone Application Use and Its Impacts on Social and Human Capital Acquisition in South Korea;no;only method;no;no;no;yes;no;no;uses & gratifications;conversations;journalism
Journalism & Mass Communication Quarterly;2011;Source Cues;no;only method;no;no;no;yes;no;no;media effects;internet;journalism
Journalism & Mass Communication Quarterly;2004;"Talking a ""Blue"" Streak: Context and Offensive Language in Prime Time Network Television Programs";no;no;only method;no;no;no;yes;no;media contents;audio-visual;combination
Journalism & Mass Communication Quarterly;2005;Newspaper Copy Editors' Perceptions of their Ideal and Real Ethics Roles;no;only method;no;no;no;yes;no;no;communicator research;print;journalism
Journalism & Mass Communication Quarterly;2003;Embargoes and Science News;no;no;only method;no;no;no;yes;no;media contents;print;journalism
Journalism & Mass Communication Quarterly;2014;What Corporations Say Matters More than What They Say They Do? A Test of a Truth Claim and Transparency in Press Releases on Corporate Websites and Facebook Pages;no;only method;no;no;no;yes;no;no;media effects;computer;PR/campaining
Journalism & Mass Communication Quarterly;2012;The Role of Affect in Agenda Building for Public Relations Implications for Public Relations Outcomes;no;only method;no;no;no;yes;no;no;media effects;combination;journalism
Journalism & Mass Communication Quarterly;2015;Does Disagreement Mitigate Polarization? How Selective Exposure and Disagreement Affect Political Polarization;no;only method;no;no;no;yes;no;no;uses & gratifications;combination;combination
Journalism & Mass Communication Quarterly;2001;Searching for the Organization-Public Relationship: a Valid and Reliable Instrument;no;only method;no;no;no;yes;no;no;methods;combination;PR/campaining
Journalism & Mass Communication Quarterly;2013;Exploring the Role of Agenda-Building Efforts in Media Coverage and Policymaking Activity of Healthcare Reform;no;no;only method;no;no;no;yes;no;media contents;combination;combination
Journalism & Mass Communication Quarterly;2002;Sources and Civic Journalism: Changing Patterns of Reporting?;no;only method;no;no;no;yes;no;no;media contents;audio-visual;journalism
